TimeStamp,Open,High,Low,Close,Volume,RSI,rsi_pivot_low,bullish_divergence_signal
2021-01-01 14:00:00,29464.79,29530.0,29266.15,29327.84,2612.67217,85.5793286073618,False,False
2021-01-01 15:00:00,29327.83,29391.0,29030.14,29188.67,2779.063894,81.69223327409568,False,False
2021-01-01 16:00:00,29188.67,29360.0,29125.0,29300.57,1490.329484,82.38503236527609,False,False
2021-01-01 17:00:00,29300.79,29339.76,28937.0,29079.64,2504.977099,76.24994484588788,False,False
2021-01-01 18:00:00,29077.59,29259.98,28624.57,29072.7,4226.430041,76.05833900497902,False,False
2021-01-01 19:00:00,29072.7,29125.32,28950.0,29029.04,1629.228721,74.78514814370273,False,False
2021-01-01 20:00:00,29029.04,29279.72,28880.37,29200.96,1838.549082,76.45641795944931,False,False
2021-01-01 21:00:00,29200.97,29289.82,29130.0,29160.39,1447.229641,75.18989543429821,False,False
2021-01-01 22:00:00,29163.17,29326.74,29104.57,29262.32,1127.035897,76.25420363858981,False,False
2021-01-01 23:00:00,29262.32,29338.89,29228.14,29331.69,971.123385,76.9780320307182,False,False
2021-01-02 00:00:00,29331.7,29338.59,28946.53,29197.48,2638.159379,72.38106181145105,False,False
2021-01-02 01:00:00,29197.93,29400.0,29100.0,29359.47,1891.997249,74.3705109763522,False,False
2021-01-02 02:00:00,29359.46,29469.0,29320.01,29323.82,1704.830137,73.1221764285931,False,False
2021-01-02 03:00:00,29323.82,29382.49,29256.85,29351.95,1158.041761,73.50015608139438,False,False
2021-01-02 04:00:00,29351.95,29396.0,29220.0,29349.63,988.71107,73.40846577869092,False,False
2021-01-02 05:00:00,29349.63,29590.0,29349.63,29589.99,2778.878231,76.65741542173681,False,False
2021-01-02 06:00:00,29589.99,29745.0,29450.0,29709.07,3030.24082,78.08592773591992,False,False
2021-01-02 07:00:00,29709.06,29820.5,29623.31,29750.0,3067.812724,78.57134756198148,False,False
2021-01-02 08:00:00,29751.47,29849.11,29640.0,29844.51,2358.088241,79.69007293118457,False,False
2021-01-02 09:00:00,29844.52,29899.0,29578.05,29612.87,3188.497375,70.03873747070978,True,False
2021-01-02 10:00:00,29612.88,29829.0,29473.91,29680.99,2315.182337,71.14547069412671,False,False
2021-01-02 11:00:00,29679.51,29780.53,29622.79,29755.0,1365.036655,72.34089322372589,False,False
2021-01-02 12:00:00,29754.99,30888.0,29741.39,30604.03,12772.566044,81.70486899364124,False,False
2021-01-02 13:00:00,30604.03,31561.87,30521.0,31541.17,9182.429703,86.95467414453051,False,False
2021-01-02 14:00:00,31546.06,31567.89,31065.0,31290.53,6447.783897,80.31657928402859,False,False
2021-01-02 15:00:00,31290.53,31800.0,31236.37,31691.29,5626.193755,82.60340675687183,False,False
2021-01-02 16:00:00,31691.09,33000.0,31616.42,32482.28,15432.285186,86.04865304491979,False,False
2021-01-02 17:00:00,32484.28,32935.0,32394.77,32856.96,6402.180701,87.32876836808131,False,False
2021-01-02 18:00:00,32856.95,33300.0,32421.0,32999.98,7170.295412,87.7893357652582,False,False
2021-01-02 19:00:00,32999.98,33220.0,32690.0,33027.2,5844.856499,87.87963128951849,False,False
2021-01-02 20:00:00,33027.2,33061.37,30550.0,30667.22,15733.283112,51.98595967778537,True,False
2021-01-02 21:00:00,30669.43,32005.94,30300.0,31694.59,10395.120642,59.70232662724637,False,False
2021-01-02 22:00:00,31693.53,32311.92,31424.96,32145.66,3879.062094,62.54822125408302,False,False
2021-01-02 23:00:00,32143.53,32246.67,31500.0,32178.33,4622.340338,62.753392003861634,False,False
2021-01-03 00:00:00,32176.45,32497.8,31962.99,32447.94,3346.062141,64.48263217081637,False,False
2021-01-03 01:00:00,32447.95,32790.07,32201.0,32585.09,3401.152207,65.36357187585358,False,False
2021-01-03 02:00:00,32583.04,32884.09,32550.0,32741.67,2017.209759,66.38855738310997,False,False
2021-01-03 03:00:00,32741.68,32756.0,32404.0,32573.87,2125.8788,64.19608798468457,False,False
2021-01-03 04:00:00,32576.11,33250.0,32450.0,33192.53,3436.070984,68.34663179724294,False,False
2021-01-03 05:00:00,33192.53,34180.0,33109.44,33758.67,10355.070315,71.59205157789175,False,False
2021-01-03 06:00:00,33758.67,34110.05,33651.12,33967.13,4526.910974,72.70190804693199,False,False
2021-01-03 07:00:00,33967.13,34778.11,33737.19,34452.34,7968.074023,75.13677941545308,False,False
2021-01-03 08:00:00,34451.78,34670.41,33757.29,34367.68,6146.774112,73.89823663969197,False,False
2021-01-03 09:00:00,34367.35,34588.88,33800.0,34190.55,6052.678972,71.25185102242176,False,False
2021-01-03 10:00:00,34189.98,34350.0,33403.0,33877.96,6335.226642,66.71151988010735,False,False
2021-01-03 11:00:00,33877.96,34450.0,33787.55,34413.53,4116.853141,70.21366610945181,False,False
2021-01-03 12:00:00,34413.53,34600.0,33928.75,34103.72,4546.283481,65.89493452338793,False,False
